stage,opponent_stage,wins,draws,losses,elo_stage,elo_opponent_stage
138,130,557,0,443,1726.2592164105508,1684.6698445939778
138,131,520,0,480,1726.2592164105508,1691.3515599619304
138,132,487,0,513,1726.2592164105508,1710.98556077262
138,133,515,0,485,1726.2592164105508,1706.5574890002476
138,134,520,0,480,1726.2592164105508,1701.4701198107741
138,135,556,0,444,1726.2592164105508,1705.450167317884
138,136,495,0,505,1726.2592164105508,1736.3743993780922
138,137,476,0,524,1726.2592164105508,1752.1334807609783
138,138,439,0,561,1726.2592164105508,1751.5781878289895
138,139,497,0,503,1726.2592164105508,1726.2592164105508
139,118,559,0,441,1718.5012975815657,1667.7319746930816
139,121,521,0,479,1718.5012975815657,1674.5005018529223
139,122,530,0,470,1718.5012975815657,1676.6999286314808
139,123,522,0,478,1718.5012975815657,1676.7872652371618
139,124,509,0,491,1718.5012975815657,1681.5456120869178
139,125,504,0,496,1718.5012975815657,1689.8561499263274
139,126,477,0,523,1718.5012975815657,1697.0128601820256
139,127,537,0,463,1718.5012975815657,1694.8785667175016
139,128,502,0,498,1718.5012975815657,1696.6010024325687
139,129,501,0,499,1718.5012975815657,1703.2729453142274
139,130,525,0,475,1718.5012975815657,1683.3061141293003
139,131,530,0,470,1718.5012975815657,1689.6413438075522
139,132,520,0,480,1718.5012975815657,1708.795285616777
139,133,506,0,494,1718.5012975815657,1704.8178945365137
139,134,488,0,512,1718.5012975815657,1700.3363745962142
139,135,511,0,489,1718.5012975815657,1703.5750679300736
139,136,449,0,551,1718.5012975815657,1734.8635645686627
139,137,474,0,526,1718.5012975815657,1749.2307972257759
139,138,437,0,563,1718.5012975815657,1749.7116148105756
139,139,513,0,487,1718.5012975815657,1723.236711168894
139,140,523,0,477,1718.5012975815657,1718.5012975815657
140,121,566,0,434,1741.9556489832833,1673.3834806824348
140,122,576,0,424,1741.9556489832833,1675.354526867407
140,123,548,0,452,1741.9556489832833,1675.9062744103912
140,124,541,0,459,1741.9556489832833,1680.663103635461
140,125,562,0,438,1741.9556489832833,1688.3723359322425
140,126,550,0,450,1741.9556489832833,1695.5364503095777
140,127,536,0,464,1741.9556489832833,1693.7146443776792
140,128,537,0,463,1741.9556489832833,1695.3602974263113
140,129,548,0,452,1741.9556489832833,1701.5991349759556
140,130,562,0,438,1741.9556489832833,1681.9396290725313
140,131,586,0,414,1741.9556489832833,1687.5489534838243
140,132,544,0,456,1741.9556489832833,1706.9603219937972
140,133,538,0,462,1741.9556489832833,1703.2299782986179
140,134,543,0,457,1741.9556489832833,1698.771332840497
140,135,539,0,461,1741.9556489832833,1701.9716787037362
140,136,496,0,504,1741.9556489832833,1733.128848932006
140,137,467,0,533,1741.9556489832833,1747.6636733078276
140,138,499,0,501,1741.9556489832833,1747.208741277655
140,139,531,0,469,1741.9556489832833,1720.9318321158275
140,140,524,0,476,1741.9556489832833,1716.5757921322568
140,141,497,0,503,1741.9556489832833,1741.9556489832833
141,122,532,0,468,1735.059951481604,1674.5885761857528
141,123,576,0,424,1735.059951481604,1674.395380603206
141,124,559,0,441,1735.059951481604,1679.3043809865708
141,125,541,0,459,1735.059951481604,1687.1138037756514
141,126,547,0,453,1735.059951481604,1693.9654206078171
141,127,524,0,476,1735.059951481604,1692.6029038563206
141,128,541,0,459,1735.059951481604,1693.872960081172
141,129,493,0,507,1735.059951481604,1700.8512635656114
141,130,552,0,448,1735.059951481604,1680.6030833494278
141,131,530,0,470,1735.059951481604,1686.4834514845986
141,132,533,0,467,1735.059951481604,1705.2027393069343
141,133,529,0,471,1735.059951481604,1701.660177695368
141,134,533,0,467,1735.059951481604,1697.245279387891
141,135,543,0,457,1735.059951481604,1700.0785318478238
141,136,495,0,505,1735.059951481604,1731.2197376691308
141,137,465,0,535,1735.059951481604,1745.9248895695814
141,138,468,0,532,1735.059951481604,1745.3835195509319
141,139,527,0,473,1735.059951481604,1718.559169818709
141,140,535,0,465,1735.059951481604,1714.1143530442982
141,141,508,0,492,1735.059951481604,1739.078398433226
141,142,492,0,508,1735.059951481604,1735.059951481604
142,122,587,0,413,1748.4124405407347,1673.2640691214979
142,124,563,0,437,1748.4124405407347,1678.2413308560867
142,125,551,0,449,1748.4124405407347,1686.0537705474767
142,126,580,0,420,1748.4124405407347,1692.2130427876914
142,127,558,0,442,1748.4124405407347,1691.2620315873737
142,128,547,0,453,1748.4124405407347,1692.6894515021806
142,129,527,0,473,1748.4124405407347,1699.8432641846507
142,130,562,0,438,1748.4124405407347,1679.4956524357601
142,131,584,0,416,1748.4124405407347,1684.755681537229
142,132,546,0,454,1748.4124405407347,1703.6623471350654
142,133,561,0,439,1748.4124405407347,1699.8949439184778
142,134,573,0,427,1748.4124405407347,1695.3371393542916
142,135,525,0,475,1748.4124405407347,1699.1406454639077
142,136,479,0,521,1748.4124405407347,1730.270038026623
142,137,513,0,487,1748.4124405407347,1743.5806304585442
142,138,495,0,505,1748.4124405407347,1743.4797846965394
142,139,534,0,466,1748.4124405407347,1716.676577729374
142,140,539,0,461,1748.4124405407347,1712.2502813297544
142,141,540,0,460,1748.4124405407347,1736.0599611874177
142,142,525,0,475,1748.4124405407347,1732.6024836212032
142,143,522,0,478,1748.4124405407347,1748.4124405407347
143,124,539,0,461,1734.0534764291838,1677.256411808342
143,125,523,0,477,1734.0534764291838,1685.1372342150307
143,126,551,0,449,1734.0534764291838,1690.6579169014112
143,127,512,0,488,1734.0534764291838,1690.3992062854936
143,128,526,0,474,1734.0534764291838,1691.5367569202604
143,129,541,0,459,1734.0534764291838,1698.2067361101113
143,130,556,0,444,1734.0534764291838,1678.1344126930808
143,131,541,0,459,1734.0534764291838,1683.5222732677814
143,132,548,0,452,1734.0534764291838,1701.708405504522
143,133,520,0,480,1734.0534764291838,1698.6091275740919
143,134,567,0,433,1734.0534764291838,1693.1850474262997
143,135,542,0,458,1734.0534764291838,1697.3773334189427
143,136,492,0,508,1734.0534764291838,1728.545317246675
143,137,446,0,554,1734.0534764291838,1742.4503769764246
143,138,458,0,542,1734.0534764291838,1742.0532134504208
143,139,493,0,507,1734.0534764291838,1715.3838784791315
143,140,541,0,459,1734.0534764291838,1709.8607508813543
143,141,488,0,512,1734.0534764291838,1734.0797176123501
143,142,524,0,476,1734.0534764291838,1729.7038515721047
143,143,485,0,515,1734.0534764291838,1745.8839516037663
143,144,500,0,500,1734.0534764291838,1734.0534764291838
144,125,549,0,451,1735.6858811726486,1683.8787273439561
144,126,524,0,476,1735.6858811726486,1689.6683700051576
144,127,538,0,462,1735.6858811726486,1689.1746991867712
144,128,557,0,443,1735.6858811726486,1689.9409192699713
144,129,520,0,480,1735.6858811726486,1697.0775585886936
144,130,544,0,456,1735.6858811726486,1677.1107240971887
144,131,560,0,440,1735.6858811726486,1682.0408277770398
144,132,538,0,462,1735.6858811726486,1700.1089337715262
144,133,542,0,458,1735.6858811726486,1697.004017582602
144,134,524,0,476,1735.6858811726486,1692.1026993897858
144,135,526,0,474,1735.6858811726486,1696.1156497842944
144,136,508,0,492,1735.6858811726486,1726.6288267101563
144,137,458,0,542,1735.6858811726486,1741.1695140950424
144,138,473,0,527,1735.6858811726486,1740.4195629116498
144,139,540,0,460,1735.6858811726486,1713.0845797747875
144,140,519,0,481,1735.6858811726486,1708.2640402831612
144,141,514,0,486,1735.6858811726486,1731.6205144472951
144,142,514,0,486,1735.6858811726486,1727.3784100595535
144,143,455,0,545,1735.6858811726486,1744.503573880781
144,144,501,0,499,1735.6858811726486,1731.821939994532
144,145,487,0,513,1735.6858811726486,1735.6858811726486
145,125,551,0,449,1745.7115496677102,1682.8039372685555
145,126,557,0,443,1745.7115496677102,1688.3507087916364
145,127,537,0,463,1745.7115496677102,1688.1924366480043
145,128,564,0,436,1745.7115496677102,1688.4758603321686
145,129,522,0,478,1745.7115496677102,1696.1471366180149
145,131,559,0,441,1745.7115496677102,1680.8397886398684
145,132,525,0,475,1745.7115496677102,1699.0364495668687
145,133,543,0,457,1745.7115496677102,1695.6667612180709
145,134,591,0,409,1745.7115496677102,1689.9377142633352
145,135,558,0,442,1745.7115496677102,1694.4745410782107
145,136,513,0,487,1745.7115496677102,1724.9467166277857
145,137,491,0,509,1745.7115496677102,1739.4636704857999
145,138,505,0,495,1745.7115496677102,1738.3955978184665
145,139,541,0,459,1745.7115496677102,1711.1642383246071
145,140,528,0,472,1745.7115496677102,1706.8116377765418
145,141,525,0,475,1745.7115496677102,1729.3320346382227
145,142,532,0,468,1745.7115496677102,1725.0336482183857
145,143,497,0,503,1745.7115496677102,1742.3574067869233
145,144,527,0,473,1745.7115496677102,1729.3329440191271
145,145,502,0,498,1745.7115496677102,1733.7188296480977
145,146,484,0,516,1745.7115496677102,1745.7115496677102
146,125,524,0,476,1728.6252118044245,1681.8097360029296
146,126,541,0,459,1728.6252118044245,1686.9499380970435
146,127,523,0,477,1728.6252118044245,1687.075762119563
146,128,509,0,491,1728.6252118044245,1687.5790106687637
146,129,490,0,510,1728.6252118044245,1695.3762929121121
146,132,520,0,480,1728.6252118044245,1697.642389614486
146,133,518,0,482,1728.6252118044245,1694.3936037595627
146,134,523,0,477,1728.6252118044245,1688.7261777735903
146,135,534,0,466,1728.6252118044245,1692.897735961803
146,136,512,0,488,1728.6252118044245,1722.8464394064845
146,137,478,0,522,1728.6252118044245,1737.5820058034924
146,138,482,0,518,1728.6252118044245,1736.4340738839164
146,139,525,0,475,1728.6252118044245,1709.143188205656
146,140,527,0,473,1728.6252118044245,1704.8678903748187
146,141,515,0,485,1728.6252118044245,1726.810144385055
146,142,514,0,486,1728.6252118044245,1722.654964074045
146,143,476,0,524,1728.6252118044245,1740.2378696020817
146,144,467,0,533,1728.6252118044245,1727.9752474017314
146,145,457,0,543,1728.6252118044245,1732.4534840448155
146,146,468,0,532,1728.6252118044245,1743.5681649818557
146,147,504,0,496,1728.6252118044245,1728.6252118044245
147,126,562,0,438,1754.0833849763544,1685.788561455894
147,127,534,0,466,1754.0833849763544,1686.349688303973
147,128,577,0,423,1754.0833849763544,1686.1457109174007
147,129,550,0,450,1754.0833849763544,1694.187015589929
147,132,556,0,444,1754.0833849763544,1696.2649644232893
147,133,577,0,423,1754.0833849763544,1692.7058856657995
147,134,558,0,442,1754.0833849763544,1687.5373346327865
147,135,554,0,446,1754.0833849763544,1691.6614619383395
147,136,526,0,474,1754.0833849763544,1721.2664348618014
147,137,516,0,484,1754.0833849763544,1735.7270192864767
147,138,524,0,476,1754.0833849763544,1734.4193295195537
147,139,550,0,450,1754.0833849763544,1707.438689062319
147,140,564,0,436,1754.0833849763544,1702.970429149314
147,141,525,0,475,1754.0833849763544,1725.0271765627617
147,142,539,0,461,1754.0833849763544,1720.660776301721
147,143,510,0,490,1754.0833849763544,1738.2722899406067
147,144,540,0,460,1754.0833849763544,1725.6803734095556
147,145,520,0,480,1754.0833849763544,1730.4802726227695
147,146,508,0,492,1754.0833849763544,1741.4265911089065
147,147,562,0,438,1754.0833849763544,1725.512523281333
147,148,479,0,521,1754.0833849763544,1754.0833849763544
148,127,552,0,448,1749.069547617993,1685.2704924407003
148,128,582,0,418,1749.069547617993,1684.5904389445795
148,129,546,0,454,1749.069547617993,1693.0065343163822
148,132,571,0,429,1749.069547617993,1694.574088773475
148,133,528,0,472,1749.069547617993,1691.8615734600917
148,134,561,0,439,1749.069547617993,1686.229424478093
148,135,569,0,431,1749.069547617993,1690.0773953702326
148,136,522,0,478,1749.069547617993,1719.7164167893907
148,137,487,0,513,1749.069547617993,1734.4264180556188
148,138,450,0,550,1749.069547617993,1733.9249360915856
148,139,507,0,493,1749.069547617993,1706.6058354552868
148,140,576,0,424,1749.069547617993,1700.7714969836832
148,141,534,0,466,1749.069547617993,1722.9885415576869
148,142,538,0,462,1749.069547617993,1718.6518446851155
148,143,536,0,464,1749.069547617993,1735.6209553624524
148,144,535,0,465,1749.069547617993,1723.4903560547568
148,145,531,0,469,1749.069547617993,1728.164806190388
148,146,504,0,496,1749.069547617993,1739.354271193993
148,147,514,0,486,1749.069547617993,1723.8169502463447
148,148,506,0,494,1749.069547617993,1751.2968100244545
148,149,505,0,495,1749.069547617993,1749.069547617993
149,127,546,0,454,1755.6748256589592,1684.4889696139103
149,129,599,0,401,1755.6748256589592,1691.2072910258569
149,132,588,0,412,1755.6748256589592,1692.8584527344485
149,133,581,0,419,1755.6748256589592,1690.3182467632146
149,134,554,0,446,1755.6748256589592,1685.3041739673972
149,135,550,0,450,1755.6748256589592,1689.1236471127424
149,136,516,0,484,1755.6748256589592,1718.5738176008554
149,137,531,0,469,1755.6748256589592,1732.549414245931
149,138,500,0,500,1755.6748256589592,1732.6665932106098
149,139,560,0,440,1755.6748256589592,1704.9487375077365
149,140,576,0,424,1755.6748256589592,1698.9399357750945
149,141,551,0,449,1755.6748256589592,1720.9500838114952
149,142,514,0,486,1755.6748256589592,1717.5766526916686
149,143,524,0,476,1755.6748256589592,1733.7054587424232
149,144,561,0,439,1755.6748256589592,1721.0919986528365
149,145,518,0,482,1755.6748256589592,1726.635437910257
149,146,526,0,474,1755.6748256589592,1737.1534321758045
149,147,527,0,473,1755.6748256589592,1722.2011145755814
149,148,480,0,520,1755.6748256589592,1749.8215925844454
149,149,496,0,504,1755.6748256589592,1747.2041316907462
149,150,494,0,506,1755.6748256589592,1755.6748256589592
150,129,536,0,464,1757.928557014813,1690.4667932724155
150,132,603,0,397,1757.928557014813,1690.9758015837112
150,133,560,0,440,1757.928557014813,1689.2079641152732
150,134,589,0,411,1757.928557014813,1683.8113041582644
150,135,603,0,397,1757.928557014813,1687.2659468300103
150,136,509,0,491,1757.928557014813,1717.6214781221279
150,137,503,0,497,1757.928557014813,1731.3138145601529
150,138,516,0,484,1757.928557014813,1731.1657668090115
150,139,590,0,410,1757.928557014813,1702.785245843132
150,140,546,0,454,1757.928557014813,1697.837922026852
150,141,546,0,454,1757.928557014813,1719.1464576522153
150,142,526,0,474,1757.928557014813,1716.3040308993368
150,143,528,0,472,1757.928557014813,1731.8270269032591
150,144,558,0,442,1757.928557014813,1718.9302245702538
150,145,531,0,469,1757.928557014813,1724.8950493963976
150,146,510,0,490,1757.928557014813,1735.5250448502234
150,147,551,0,449,1757.928557014813,1720.0725141271887
150,148,494,0,506,1757.928557014813,1748.074434063887
150,149,477,0,523,1757.928557014813,1746.0426655025465
150,150,532,0,468,1757.928557014813,1752.4657901013657
150,151,507,0,493,1757.928557014813,1757.928557014813
151,129,567,0,433,1769.8993848011005,1689.5172730813135
151,132,601,0,399,1769.8993848011005,1689.4600626950296
151,133,600,0,400,1769.8993848011005,1687.7368545856905
151,135,585,0,415,1769.8993848011005,1686.0808113221242
151,136,568,0,432,1769.8993848011005,1715.937397802775
151,137,546,0,454,1769.8993848011005,1729.6389482029408
151,138,534,0,466,1769.8993848011005,1729.70661919547
151,139,588,0,412,1769.8993848011005,1701.0846628070456
151,140,575,0,425,1769.8993848011005,1696.5255969958755
151,141,562,0,438,1769.8993848011005,1717.4461632134594
151,142,553,0,447,1769.8993848011005,1714.8683468272548
151,143,539,0,461,1769.8993848011005,1730.178924283318
151,144,575,0,425,1769.8993848011005,1716.8845685472807
151,145,549,0,451,1769.8993848011005,1723.2235050162271
151,146,547,0,453,1769.8993848011005,1733.4959227336435
151,147,535,0,465,1769.8993848011005,1718.9099633512867
151,148,509,0,491,1769.8993848011005,1746.490545838899
151,149,518,0,482,1769.8993848011005,1744.2812854926956
151,150,535,0,465,1769.8993848011005,1749.910483694856
151,151,518,0,482,1769.8993848011005,1755.5790364208708
151,152,509,0,491,1769.8993848011005,1769.8993848011005
152,129,603,0,397,1772.0903500377985,1688.0550307716182
152,132,581,0,419,1772.0903500377985,1688.3108866506304
152,133,583,0,417,1772.0903500377985,1686.5899708616132
152,136,538,0,462,1772.0903500377985,1714.8433282598555
152,137,557,0,443,1772.0903500377985,1727.8312583875877
152,138,531,0,469,1772.0903500377985,1728.358455631367
152,139,584,0,416,1772.0903500377985,1699.5274838027976
152,140,574,0,426,1772.0903500377985,1695.2792270228554
152,141,546,0,454,1772.0903500377985,1716.139291225154
152,142,550,0,450,1772.0903500377985,1713.5512553630485
152,143,550,0,450,1772.0903500377985,1728.3670022323697
152,144,575,0,425,1772.0903500377985,1714.9370648959975
152,145,571,0,429,1772.0903500377985,1721.1251805083948
152,146,557,0,443,1772.0903500377985,1731.33383274461
152,147,569,0,431,1772.0903500377985,1716.9568983646795
152,148,526,0,474,1772.0903500377985,1744.54959952966
152,149,553,0,447,1772.0903500377985,1741.685723793288
152,150,548,0,452,1772.0903500377985,1747.1631356887415
152,151,512,0,488,1772.0903500377985,1753.56244161513
152,152,488,0,512,1772.0903500377985,1767.9225367301387
152,153,524,0,476,1772.0903500377985,1772.0903500377985
153,129,580,0,420,1772.690407895482,1686.9953740836886
153,132,586,0,414,1772.690407895482,1687.1421576934767
153,136,565,0,435,1772.690407895482,1713.3493042589948
153,137,544,0,456,1772.690407895482,1726.353547918502
153,138,550,0,450,1772.690407895482,1726.7459377983869
153,139,581,0,419,1772.690407895482,1698.1158556490745
153,140,598,0,402,1772.690407895482,1693.652639785092
153,141,577,0,423,1772.690407895482,1714.3093435316896
153,142,585,0,415,1772.690407895482,1711.616312256213
153,143,555,0,445,1772.690407895482,1726.572031734545
153,144,566,0,434,1772.690407895482,1713.3148017523026
153,145,548,0,452,1772.690407895482,1719.6833575296346
153,146,531,0,469,1772.690407895482,1729.9259203333636
153,147,559,0,441,1772.690407895482,1715.3883993886357
153,148,525,0,475,1772.690407895482,1742.7881407283353
153,149,524,0,476,1772.690407895482,1740.0407085069553
153,150,526,0,474,1772.690407895482,1745.230251029043
153,151,528,0,472,1772.690407895482,1751.277764431481
153,152,517,0,483,1772.690407895482,1765.2789331541735
153,153,492,0,508,1772.690407895482,1769.9590807048733
153,154,480,0,520,1772.690407895482,1772.690407895482
154,132,601,0,399,1788.2397318140593,1686.0788867264562
154,136,594,0,406,1788.2397318140593,1711.767433743316
154,137,580,0,420,1788.2397318140593,1724.6702096891715
154,138,577,0,423,1788.2397318140593,1725.0884329673318
154,139,603,0,397,1788.2397318140593,1696.7242465729587
154,140,616,0,384,1788.2397318140593,1692.1297375956733
154,141,580,0,420,1788.2397318140593,1712.894087182884
154,142,579,0,421,1788.2397318140593,1710.2883202364228
154,143,563,0,437,1788.2397318140593,1725.1202748212515
154,144,601,0,399,1788.2397318140593,1711.4680053355617
154,145,574,0,426,1788.2397318140593,1718.1939449091115
154,146,544,0,456,1788.2397318140593,1728.7587073188624
154,147,585,0,415,1788.2397318140593,1713.773814599249
154,148,579,0,421,1788.2397318140593,1740.3402425167196
154,149,542,0,458,1788.2397318140593,1738.5607009905334
154,150,579,0,421,1788.2397318140593,1742.5983442470883
154,151,539,0,461,1788.2397318140593,1749.4140385698581
154,152,568,0,432,1788.2397318140593,1761.9957293305206
154,153,525,0,475,1788.2397318140593,1767.6394560436124
154,154,493,0,507,1788.2397318140593,1771.1795276686366
154,155,496,0,504,1788.2397318140593,1788.2397318140593
155,136,561,0,439,1794.5686440922436,1710.9417751255062
155,137,607,0,393,1794.5686440922436,1722.7682234300528
155,138,587,0,413,1794.5686440922436,1723.4969050112022
155,139,609,0,391,1794.5686440922436,1695.4482882482826
155,140,625,0,375,1794.5686440922436,1690.676407757528
155,141,603,0,397,1794.5686440922436,1711.2923529549548
155,142,603,0,397,1794.5686440922436,1708.7438117795898
155,143,604,0,396,1794.5686440922436,1723.1238711461401
155,144,605,0,395,1794.5686440922436,1709.8250274178604
155,145,606,0,394,1794.5686440922436,1716.3145625347634
155,146,596,0,404,1794.5686440922436,1726.743323288635
155,147,578,0,422,1794.5686440922436,1712.6143472551123
155,148,556,0,444,1794.5686440922436,1738.7978782852379
155,149,560,0,440,1794.5686440922436,1736.9752932733613
155,150,572,0,428,1794.5686440922436,1740.5585279396419
155,151,539,0,461,1794.5686440922436,1747.9293989406244
155,152,553,0,447,1794.5686440922436,1759.627359568251
155,153,525,0,475,1794.5686440922436,1765.7729156714252
155,154,546,0,454,1794.5686440922436,1768.5241403004306
155,155,472,0,528,1794.5686440922436,1786.9975492172186
155,156,496,0,504,1794.5686440922436,1794.5686440922436
156,136,604,0,396,1790.1138095956562,1709.3344752325702
156,137,565,0,435,1790.1138095956562,1721.5011961652935
156,138,612,0,388,1790.1138095956562,1721.4197247993125
156,139,619,0,381,1790.1138095956562,1693.920607318073
156,141,567,0,433,1790.1138095956562,1710.2680042671623
156,142,571,0,429,1790.1138095956562,1707.7156009437406
156,143,569,0,431,1790.1138095956562,1721.7383738796907
156,144,600,0,400,1790.1138095956562,1708.2039233648488
156,145,580,0,420,1790.1138095956562,1714.8924539676768
156,146,586,0,414,1790.1138095956562,1724.872620466042
156,147,603,0,397,1790.1138095956562,1710.8011568124957
156,148,554,0,446,1790.1138095956562,1737.1970501589171
156,149,559,0,441,1790.1138095956562,1735.3086933925124
156,150,567,0,433,1790.1138095956562,1738.560213662307
156,151,544,0,456,1790.1138095956562,1746.1984127673159
156,152,526,0,474,1790.1138095956562,1757.8909502570718
156,153,537,0,463,1790.1138095956562,1763.4776177670565
156,154,512,0,488,1790.1138095956562,1766.770776641205
156,155,505,0,495,1790.1138095956562,1784.605161211793
156,156,493,0,507,1790.1138095956562,1792.1422565014896
156,157,498,0,502,1790.1138095956562,1790.1138095956562
157,136,594,0,406,1794.9808369146506,1707.9700504020393
157,137,572,0,428,1794.9808369146506,1720.1974692003628
157,138,591,0,409,1794.9808369146506,1719.8005794056512
157,141,605,0,395,1794.9808369146506,1708.6443398592123
157,142,600,0,400,1794.9808369146506,1706.2339874698528
157,143,589,0,411,1794.9808369146506,1720.0744251317974
157,144,591,0,409,1794.9808369146506,1706.8599300775306
157,145,573,0,427,1794.9808369146506,1713.7061911554265
157,146,603,0,397,1794.9808369146506,1722.788970213048
157,147,575,0,425,1794.9808369146506,1709.6981752616139
157,148,552,0,448,1794.9808369146506,1735.7620504725496
157,149,571,0,429,1794.9808369146506,1733.5064798167168
157,150,526,0,474,1794.9808369146506,1737.659942932843
157,151,610,0,390,1794.9808369146506,1743.0425979968413
157,152,577,0,423,1794.9808369146506,1755.0447149287947
157,153,523,0,477,1794.9808369146506,1761.7456326706733
157,154,514,0,486,1794.9808369146506,1765.13182286442
157,155,526,0,474,1794.9808369146506,1781.8547608688878
157,156,496,0,504,1794.9808369146506,1789.8755752738853
157,157,541,0,459,1794.9808369146506,1786.5283542620816
157,158,490,0,510,1794.9808369146506,1794.9808369146506
158,136,594,0,406,1790.5380678466504,1706.5993858308075
158,137,591,0,409,1790.5380678466504,1718.5874688015406
158,138,605,0,395,1790.5380678466504,1717.9624460531977
158,141,613,0,387,1790.5380678466504,1706.888715788044
158,143,569,0,431,1790.5380678466504,1718.7775512296457
158,144,559,0,441,1790.5380678466504,1706.098596327735
158,145,580,0,420,1790.5380678466504,1712.3666910437073
158,146,566,0,434,1790.5380678466504,1721.459393433303
158,147,601,0,399,1790.5380678466504,1708.042906197722
158,148,570,0,430,1790.5380678466504,1733.9411845342142
158,149,566,0,434,1790.5380678466504,1731.8231599835394
158,150,567,0,433,1790.5380678466504,1735.8019860048018
158,151,555,0,445,1790.5380678466504,1741.2538404522306
158,152,539,0,461,1790.5380678466504,1753.190020861876
158,153,518,0,482,1790.5380678466504,1760.1405197509184
158,154,517,0,483,1790.5380678466504,1763.4094518944548
158,155,505,0,495,1790.5380678466504,1779.7534212099645
158,156,503,0,497,1790.5380678466504,1787.452776752593
158,157,495,0,505,1790.5380678466504,1784.4498810854618
158,158,504,0,496,1790.5380678466504,1792.1992884722897
158,159,494,0,506,1790.5380678466504,1790.5380678466504
159,136,602,0,398,1794.9977597021766,1705.2001768290318
159,137,598,0,402,1794.9977597021766,1716.9757103719894
159,138,598,0,402,1794.9977597021766,1716.3507951043773
159,141,603,0,397,1794.9977597021766,1705.4194202524059
159,143,568,0,432,1794.9977597021766,1717.6016324786733
159,145,577,0,423,1794.9977597021766,1711.1926442921913
159,146,577,0,423,1794.9977597021766,1720.0342361185672
159,147,622,0,378,1794.9977597021766,1706.109170428613
159,148,544,0,456,1794.9977597021766,1732.7977456490546
159,149,578,0,422,1794.9977597021766,1730.0379741204167
159,150,569,0,431,1794.9977597021766,1734.0652662800053
159,151,585,0,415,1794.9977597021766,1738.9650382846696
159,152,530,0,470,1794.9977597021766,1751.720984463458
159,153,546,0,454,1794.9977597021766,1758.034767217729
159,154,535,0,465,1794.9977597021766,1761.4248662307664
159,155,499,0,501,1794.9977597021766,1778.0315349455445
159,156,500,0,500,1794.9977597021766,1785.372072915432
159,157,525,0,475,1794.9977597021766,1781.7709770688975
159,158,500,0,500,1794.9977597021766,1789.851424083658
159,159,521,0,479,1794.9977597021766,1787.588453633543
159,160,507,0,493,1794.9977597021766,1794.9977597021766
160,137,575,0,425,1801.3152305921167,1715.844358200925
160,138,610,0,390,1801.3152305921167,1714.6966021366056
160,141,597,0,403,1801.3152305921167,1704.1884815363314
160,143,608,0,392,1801.3152305921167,1715.8757054575774
160,145,590,0,410,1801.3152305921167,1709.9250388128387
160,146,575,0,425,1801.3152305921167,1718.8065507010833
160,147,606,0,394,1801.3152305921167,1704.6701784627435
160,148,572,0,428,1801.3152305921167,1731.2611757199466
160,149,585,0,415,1801.3152305921167,1728.3095585925048
160,150,602,0,398,1801.3152305921167,1731.843721352758
160,151,592,0,408,1801.3152305921167,1736.7710873105289
160,152,536,0,464,1801.3152305921167,1750.3211273393058
160,153,570,0,430,1801.3152305921167,1755.631318697387
160,154,553,0,447,1801.3152305921167,1759.2674202833987
160,155,541,0,459,1801.3152305921167,1775.5138059377996
160,156,528,0,472,1801.3152305921167,1782.8563904478735
160,157,523,0,477,1801.3152305921167,1779.4987995973602
160,158,498,0,502,1801.3152305921167,1787.9024468678508
160,159,519,0,481,1801.3152305921167,1785.1087179668798
160,160,506,0,494,1801.3152305921167,1792.5278551537804
160,161,514,0,486,1801.3152305921167,1801.3152305921167
161,137,550,0,450,1766.2337963582022,1714.4319624912923
161,138,546,0,454,1766.2337963582022,1713.3591229975473
161,143,545,0,455,1766.2337963582022,1714.484656151315
161,145,566,0,434,1766.2337963582022,1708.3039147052646
161,146,543,0,457,1766.2337963582022,1717.3478662567945
161,147,543,0,457,1766.2337963582022,1703.5941622822072
161,148,534,0,466,1766.2337963582022,1729.5979881263775
161,149,530,0,470,1766.2337963582022,1726.7965021446878
161,150,533,0,467,1766.2337963582022,1730.151529804582
161,151,498,0,502,1766.2337963582022,1735.6354791462047
161,152,502,0,498,1766.2337963582022,1748.6600678366194
161,153,509,0,491,1766.2337963582022,1753.620422080758
161,154,492,0,508,1766.2337963582022,1757.493933495166
161,155,457,0,543,1766.2337963582022,1773.9656100629886
161,156,479,0,521,1766.2337963582022,1780.4695519416955
161,157,479,0,521,1766.2337963582022,1777.2073751131636
161,158,460,0,540,1766.2337963582022,1785.73958406071
161,159,472,0,528,1766.2337963582022,1782.6994417830952
161,160,472,0,528,1766.2337963582022,1789.745247602457
161,161,436,0,564,1766.2337963582022,1799.1635871215776
161,162,510,0,490,1766.2337963582022,1766.2337963582022
162,137,558,0,442,1775.0126670130285,1713.0884107304714
162,138,563,0,437,1775.0126670130285,1711.957337612491
162,143,557,0,443,1775.0126670130285,1713.1062205901815
162,145,544,0,456,1775.0126670130285,1707.2887386150564
162,146,557,0,443,1775.0126670130285,1715.8715820604618
162,148,543,0,457,1775.0126670130285,1728.0223939676332
162,149,549,0,451,1775.0126670130285,1725.173907123096
162,150,534,0,466,1775.0126670130285,1728.7104669497294
162,151,549,0,451,1775.0126670130285,1733.716630261149
162,152,529,0,471,1775.0126670130285,1746.7256799282554
162,153,519,0,481,1775.0126670130285,1751.7174129523855
162,154,485,0,515,1775.0126670130285,1756.194991560389
